position*1:1.78406310081,-0.0444685220718,-0.0338351731206,0.99942742661
position*2:3.93442392349,-0.0953901410103,-0.391491654272,0.920181658498
position*3:4.13944387436,-0.718339085579,-0.684673802147,0.72884963103
position*4:4.19233369827,-1.42106449604,-0.645890449074,0.763430106686
position*5:4.20540714264,-3.27893233299,0.891520834467,-0.452979692382
position*6:3.74563217163,-3.33867669106,0.999572169584,-0.0292485519975
position*7:3.17493867874,-3.40373373032,0.998577789438,-0.0533141486068
position*8:2.13689732552,-3.34654712677,0.977692617329,0.210040819889
position*9:2.00712299347,-2.99529886246,0.734036258116,0.679110279536
position*10:2.28651571274,-2.74030351639,0.0893869534427,0.995996974169
position*11:2.7219517231,-2.56379413605,0.330890188218,0.943669265867
position*12:2.9289188385,-2.23116016388,0.687828902341,0.725872854641
position*13:2.79488515854,-1.70862841606,0.917488062185,0.397763316242
position*14:2.35163164139,-1.46344304085,0.999251370659,-0.0386871843852
position*15:1.78330373764,-1.41249680519,0.939640011859,0.342164650589
position*16:1.66453814507,-1.00546133518,0.763386591868,0.64594187924
position*17:1.55232334137,-0.724855184555,0.931147230298,0.364643436125
position*18:1.13654029369,-0.628141462803,0.999005347173,-0.0445905407046
position*19:0.339634001255,-0.728594124317,0.910860114326,-0.412715219164
position*20:0.290737390518,-1.2772589922,-0.667603652627,0.74451686549
position*21:0.380058526993,-2.21619439125,-0.694968557607,0.719040126793
position*22:0.41440975666,-3.33936023712,0.961829853623,-0.273648191442
position*23:-0.0843320190907,-3.38771414757,0.998440342397,-0.055829048659
position*24:-0.152452498674,-3.06235384941,0.733412545294,0.679783817404
position*25:-0.213662296534,-2.28819894791,0.70690349318,0.707310010766
position*26:-0.22102817893,-1.85392832756,0.713097423821,0.701064950015
position*27:-0.305645436049,-1.13851165771,0.793461164269,0.608620884292
position*28:-0.312943458557,-0.284295320511,0.74654289742,0.665337284625
